debut,fn,group,order
2019/06/29,pm243,Raikou
2019/07/14,pm244,Entei
2019/08/17,pm245,Suicune
2018/06/16,pm246,Larvitar
2018/06/16,pm247,Larvitar
2018/06/16,pm248,Larvitar
2023/07/27,pm248.fMEGA,Larvitar
2018/03/16,pm249,Lugia
2018/05/19,pm250,Ho_Oh
2020/12/14,pm251,Celebi
2019/03/23,pm252,Treecko
2019/03/23,pm253,Treecko
2019/03/23,pm254,Treecko
2022/12/02,pm254.fMEGA,Treecko
2019/05/19,pm255,Torchic
2019/05/19,pm256,Torchic
2019/05/19,pm257,Torchic
2022/12/02,pm257.fMEGA,Torchic
2019/07/21,pm258,Mudkip
2019/07/21,pm259,Mudkip
2019/07/21,pm260,Mudkip
2022/12/02,pm260.fMEGA,Mudkip
2018/02/15,pm261,Poochyena
2018/02/15,pm262,Poochyena
2019/01/15,pm263,Zigzagoon
2019/01/15,pm264,Zigzagoon
2020/05/25,pm263.fGALARIAN,Zigzagoon_31
2020/05/25,pm264.fGALARIAN,Zigzagoon_31
2021/07/17,pm263.fGALARIAN.cGOFEST_2021_NOEVOLVE,Zigzagoon_31_47
2020/01/02,pm265,Wurmple
2020/01/02,pm265.cJAN_2020_NOEVOLVE,Wurmple
2020/01/02,pm266,Wurmple
2020/01/02,pm267,Wurmple
2020/01/02,pm268,Wurmple
2020/01/02,pm269,Wurmple
2019/03/29,pm270,Lotad
2019/03/29,pm271,Lotad
2019/03/29,pm272,Lotad
2020/05/23,pm273,Seedot
2020/05/23,pm274,Seedot
2020/05/23,pm275,Seedot
2019/01/15,pm276,Taillow
2019/01/15,pm277,Taillow
2018/08/29,pm278,Wingull
2018/08/29,pm279,Wingull
2019/08/03,pm280,Ralts
2019/08/03,pm281,Ralts
2019/08/03,pm281.cFALL_2020_NOEVOLVE,Ralts
2019/08/03,pm282,Ralts
2023/02/08,pm282.fMEGA,Ralts
2023/02/18,pm283,Surskit
2023/02/18,pm284,Surskit
2022/06/04,pm285,Shroomish
2022/06/04,pm286,Shroomish
2019/06/08,pm287,Slakoth
2019/06/08,pm288,Slakoth
2019/06/08,pm289,Slakoth
2020/03/19,pm290,Nincada
2020/03/19,pm291,Nincada
2022/10/01,pm292,Nincada
2021/07/17,pm293,Whismur
2021/07/17,pm294,Whismur
2021/07/17,pm295,Whismur
2018/05/01,pm296,Makuhita
2018/05/01,pm297,Makuhita
2018/12/18,pm298,Marill
2021/03/09,pm299,Nosepass
2020/05/15,pm300,Skitty
2020/05/15,pm301,Skitty
2017/10/20,pm302,Sableye
2020/10/23,pm302.fCOSTUME_2020,Sableye
2023/06/29,pm302.fMEGA,Sableye
2017/12/08,pm303,Mawile
2018/01/23,pm304,Aron
2018/01/23,pm305,Aron
2018/01/23,pm306,Aron
2022/09/16,pm306.fMEGA,Aron
2018/05/01,pm307,Meditite
2018/05/01,pm308,Meditite
2023/03/08,pm308.fMEGA,Meditite
2019/09/01,pm309,Electrike
2019/09/01,pm310,Electrike
2021/03/16,pm310.fMEGA,Electrike
2018/07/14,pm311,Plusle
2018/07/14,pm312,Minun
2020/04/21,pm313,Volbeat
2020/04/21,pm314,Illumise
2018/06/30,pm315,Roselia
2023/02/18,pm316,Gulpin
2023/02/18,pm317,Gulpin
2019/08/23,pm318,Carvanha
2019/08/23,pm319,Carvanha
2018/04/23,pm320,Wailmer
2018/04/23,pm321,Wailmer
2022/06/04,pm322,Numel
2022/06/04,pm323,Numel
2023/02/18,pm324,Torkoal
2019/02/04,pm325,Spoink
2019/02/04,pm326,Spoink
,pm327,Spinda
2019/11/01,pm327.f00,Spinda
2020/09/01,pm327.f01,Spinda
2019/09/01,pm327.f02,Spinda
2020/11/01,pm327.f03,Spinda
2020/06/01,pm327.f04,Spinda
2020/03/01,pm327.f05,Spinda
2020/01/01,pm327.f06,Spinda
2019/07/01,pm327.f07,Spinda
2021/02/14,pm327.f08,Spinda
2019/10/11,pm328,Trapinch
2019/10/11,pm329,Trapinch
2019/10/11,pm330,Trapinch
2023/02/18,pm331,Cacnea
2023/02/18,pm332,Cacnea
2018/02/09,pm333,Swablu
2018/02/09,pm334,Swablu
2021/05/15,pm334.fMEGA,Swablu
2019/09/26,pm335,Zangoose
2019/09/28,pm336,Seviper
2019/03/19,pm337,Lunatone
2019/03/19,pm338,Solrock
2019/08/23,pm339,Barboach
2019/08/23,pm340,Barboach
2022/05/13,pm341,Corphish
2022/05/13,pm342,Corphish
2020/03/27,pm343,Baltoy
2020/03/27,pm344,Baltoy
2019/06/04,pm345,Lileep
2019/06/04,pm346,Lileep
2019/06/04,pm347,Anorith
2019/06/04,pm348,Anorith
2019/01/19,pm349,Feebas
2019/01/19,pm350,Feebas
2019/03/30,pm351,Castform
2022/12/01,pm351.fSUNNY,Castform
2021/03/24,pm351.fRAINY,Castform
2022/12/01,pm351.fSNOWY,Castform
2023/02/18,pm352,Kecleon
2017/10/31,pm353,Shuppet
2017/10/31,pm354,Shuppet
2022/10/20,pm354.fMEGA,Shuppet
2017/10/26,pm355,Duskull
2017/10/26,pm356,Duskull
2022/11/01,pm355.cFALL_2022_NOEVOLVE,Duskull_f22
2022/11/01,pm356.cFALL_2022_NOEVOLVE,Duskull_f22
2023/02/18,pm357,Tropius
2021/07/17,pm358,Chimecho
2017/12/08,pm359,Absol
2022/09/27,pm359.cFALL_2022_NOEVOLVE,Absol
2021/10/21,pm359.fMEGA,Absol
2018/03/22,pm360,Wobbuffet
2017/12/21,pm361,Snorunt
2017/12/21,pm362,Snorunt
2022/12/15,pm362.fMEGA,Snorunt
2021/12/16,pm363,Spheal
2021/12/16,pm364,Spheal
2021/12/16,pm365,Spheal
2021/12/16,pm363.cHOLIDAY_2021_NOEVOLVE,Spheal
2019/02/23,pm366,Clamperl
2019/02/23,pm367,Clamperl
2019/02/23,pm368,Clamperl
2023/02/18,pm369,Relicanth
2018/02/13,pm370,Luvdisc
2019/04/13,pm371,Bagon
2019/04/13,pm372,Bagon
2019/04/13,pm373,Bagon
2023/01/10,pm373.fMEGA,Bagon
2018/10/21,pm374,Beldum
2018/10/21,pm375,Beldum
2018/10/21,pm376,Beldum
2019/11/01,pm377,Regirock
2019/11/01,pm378,Regice
2019/11/01,pm379,Registeel
2019/02/22,pm380,Latias
2022/05/03,pm380.fMEGA,Latias
2019/04/15,pm381,Latios
2022/05/03,pm381.fMEGA,Latios
2018/06/07,pm382,Kyogre
2023/02/18,pm382.fPRIMAL,Kyogre
2019/01/15,pm383,Groudon
2023/02/18,pm383.fPRIMAL,Groudon
2019/07/31,pm384,Rayquaza
2023/08/04,pm384.fMEGA,Rayquaza
2023/02/18,pm385,Jirachi
2020/08/07,pm386,Deoxys
2022/02/19,pm386.fATTACK,Deoxys
2022/02/22,pm386.fDEFENSE,Deoxys
2022/02/25,pm386.fSPEED,Deoxys
2019/09/14,pm387,Turtwig
2021/11/16,pm387.cGEMS_1_2021_NOEVOLVE,Turtwig_21gems
2021/11/16,pm387.cGEMS_2_2021_NOEVOLVE,Turtwig_21gems
2019/09/14,pm388,Turtwig
2019/09/14,pm389,Turtwig
2019/11/15,pm390,Chimchar
2021/11/16,pm390.cGEMS_1_2021_NOEVOLVE,Chimchar_21gems
